,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO
530,20200010,1,2020-02-08,2020,2,8,5,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
531,20200011,1,2020-02-12,2020,2,12,11,COLOMBRES 466,CALLE,5,MOTO-CARGAS,MOTO,CARGAS
532,20200012,1,2020-02-18,2020,2,18,21,MEXICO 2860,CALLE,3,PEATON-MOTO,PEATON,MOTO
533,20200013,1,2020-02-20,2020,2,20,12,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,15,PEATON-MOTO,PEATON,MOTO
534,20200014,1,2020-02-27,2020,2,27,2,BERMUDEZ Y NOGOYA,CALLE,11,MOTO-PASAJEROS,MOTO,PASAJEROS
535,20200015,1,2020-02-28,2020,2,28,14,BRASIL AV. Y PASEO COLON AV.,AVENIDA,1,MOTO-PASAJEROS,MOTO,PASAJEROS
536,20200016,1,2020-02-29,2020,2,29,13,"ALEM,LEANDRO N. AV. 770",AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS
537,20200017,1,2020-03-05,2020,3,5,23,BELGRANO AV. Y RINCON,AVENIDA,3,PEATON-AUTO,PEATON,AUTO
538,20200018,1,2020-03-09,2020,3,9,14,"UDAONDO, GUILLERMO AV. 901",AVENIDA,13,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
539,20200019,1,2020-03-10,2020,3,10,21,CONSTITUCION Y CASTRO,CALLE,5,PEATON-AUTO,PEATON,AUTO
540,20200020,1,2020-03-13,2020,3,13,17,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,3,PEATON-MOTO,PEATON,MOTO
541,20200021,1,2020-03-14,2020,3,14,16,"BRAVO, MARIO 1279",CALLE,2,PEATON-AUTO,PEATON,AUTO
542,20200022,1,2020-04-07,2020,4,7,6,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,9,AUTO-CARGAS,AUTO,CARGAS
543,20200023,1,2020-04-09,2020,4,9,18,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,4,AUTO-CARGAS,AUTO,CARGAS
544,20200024,1,2020-04-24,2020,4,24,7,MURGUIONDO 1339,CALLE,9,AUTO-AUTO,AUTO,AUTO
545,20200025,1,2020-05-12,2020,5,12,5,RIVADAVIA AV. 2551,AVENIDA,3,PEATON-AUTO,PEATON,AUTO
546,20200026,1,2020-05-17,2020,5,17,6,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,14,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
547,20200027,1,2020-05-18,2020,5,18,8,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,8,PEATON-CARGAS,PEATON,CARGAS
548,20200028,1,2020-05-19,2020,5,19,10,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS
549,20200029,1,2020-06-10,2020,6,10,14,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",AVENIDA,9,PEATON-PASAJEROS,PEATON,PASAJEROS
550,20200030,1,2020-06-16,2020,6,16,15,SAN MARTIN AV. 1550,AVENIDA,6,MULTIPLE,MOTO,MULTIPLE
551,20200031,1,2020-06-30,2020,6,30,8,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,9,MOTO-CARGAS,MOTO,CARGAS
552,20200032,1,2020-07-10,2020,7,10,23,CORRIENTES AV. Y SERRANO,AVENIDA,15,MOTO-AUTO,MOTO,AUTO
553,20200033,1,2020-07-19,2020,7,19,6,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",AVENIDA,13,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
554,20200034,1,2020-08-02,2020,8,2,3,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,3,PEATON-AUTO,PEATON,AUTO
555,20200035,1,2020-08-04,2020,8,4,5,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,7,MOTO-PASAJEROS,MOTO,PASAJEROS
556,20200036,1,2020-08-07,2020,8,7,18,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,14,PEATON-MOTO,PEATON,MOTO
557,20200037,1,2020-08-29,2020,8,29,4,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,8,PEATON-AUTO,PEATON,AUTO
558,20200038,2,2020-08-30,2020,8,30,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,14,AUTO-AUTO,AUTO,AUTO
559,20200039,1,2020-09-01,2020,9,1,19,MURGUIONDO 2700,CALLE,9,PEATON-CARGAS,PEATON,CARGAS
560,20200040,1,2020-09-12,2020,9,12,3,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
561,20200041,1,2020-09-28,2020,9,28,1,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,7,MOTO-PASAJEROS,MOTO,PASAJEROS
562,20200042,1,2020-09-29,2020,9,29,17,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,8,PEATON-PASAJEROS,PEATON,PASAJEROS
563,20200043,1,2020-09-30,2020,9,30,17,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS
564,20200044,1,2020-10-05,2020,10,5,0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,6,AUTO-AUTO,AUTO,AUTO
565,20200045,1,2020-10-19,2020,10,19,3,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",AVENIDA,8,AUTO-CARGAS,AUTO,CARGAS
566,20200046,1,2020-10-27,2020,10,27,21,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,11,MOTO-MOTO,MOTO,MOTO
567,20200047,1,2020-10-27,2020,10,27,14,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,9,PEATON-CARGAS,PEATON,CARGAS
568,20200048,1,2020-10-29,2020,10,29,20,DORREGO AV. 614,AVENIDA,15,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
569,20200049,1,2020-10-30,2020,10,30,20,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,1,PEATON-AUTO,PEATON,AUTO
570,20200050,1,2020-11-01,2020,11,1,22,SANTA FE AV. Y GODOY CRUZ,AVENIDA,14,PEATON-MOTO,PEATON,MOTO
571,20200051,1,2020-11-05,2020,11,5,0,AVELLANEDA AV. Y MERCEDES,AVENIDA,10,MOTO-AUTO,MOTO,AUTO
572,20200052,1,2020-11-07,2020,11,7,6,TUCUMAN Y PUEYRREDON AV.,AVENIDA,3,BICICLETA-CARGAS,BICICLETA,CARGAS
573,20200053,1,2020-11-09,2020,11,9,3,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,4,AUTO-AUTO,AUTO,AUTO
574,20200054,1,2020-11-19,2020,11,19,9,INCLAN Y ALBERTI,CALLE,4,BICICLETA-AUTO,BICICLETA,AUTO
575,20200055,1,2020-11-19,2020,11,19,12,OLAZABAL AV. 5437,AVENIDA,12,PEATON-CARGAS,PEATON,CARGAS
576,20200056,1,2020-11-21,2020,11,21,13,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",AVENIDA,8,MOTO-CARGAS,MOTO,CARGAS
577,20200057,1,2020-11-23,2020,11,23,7,"NAZCA AV. Y VIALE, LUIS",AVENIDA,11,PEATON-AUTO,PEATON,AUTO
578,20200058,1,2020-11-24,2020,11,24,16,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,PEATON-AUTO,PEATON,AUTO
579,20200059,1,2020-12-01,2020,12,1,6,BRASIL 1100,CALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS
580,20200060,1,2020-12-03,2020,12,3,20,"HOMERO Y PERON, EVA AV.",AVENIDA,9,PEATON-MOTO,PEATON,MOTO
581,20200061,1,2020-12-03,2020,12,3,14,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,MOTO-CARGAS,MOTO,CARGAS
582,20200062,1,2020-12-04,2020,12,4,17,MORENO 1845,CALLE,3,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
583,20200063,2,2020-12-05,2020,12,5,7,NUEVA YORK Y ALTA GRACIA,CALLE,11,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO
584,20200065,1,2020-12-05,2020,12,5,16,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",AVENIDA,12,MOTO-AUTO,MOTO,AUTO
585,20200066,1,2020-12-07,2020,12,7,4,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
586,20200067,1,2020-12-11,2020,12,11,22,SAENZ AV. Y BEAZLEY,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS
587,20200068,1,2020-12-12,2020,12,12,20,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,2,MOTO-AUTO,MOTO,AUTO
588,20200069,1,2020-12-15,2020,12,15,5,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,1,MOTO-PASAJEROS,MOTO,PASAJEROS
589,20200070,1,2020-12-17,2020,12,17,15,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS
590,20200071,1,2020-12-17,2020,12,17,23,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7,PEATON-AUTO,PEATON,AUTO
591,20200072,1,2020-12-19,2020,12,19,3,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,3,BICICLETA-AUTO,BICICLETA,AUTO
592,20200073,1,2020-12-20,2020,12,20,7,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
593,20200074,1,2020-12-20,2020,12,20,21,BOGOTA Y NAZCA AV.,AVENIDA,7,AUTO-AUTO,AUTO,AUTO
594,20200075,1,2020-12-23,2020,12,23,14,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS
595,20200076,1,2020-12-24,2020,12,24,12,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,10,AUTO-PASAJEROS,AUTO,PASAJEROS
596,20200077,2,2020-12-25,2020,12,25,6,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,15,MOTO-AUTO,MOTO,AUTO
597,20200078,1,2020-12-25,2020,12,25,5,BARCO CENTENERA DEL 1118,CALLE,7,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
598,20200079,1,2020-12-27,2020,12,27,4,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",AVENIDA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
599,20210001,1,2021-01-06,2021,1,6,18,AU FRONDIZI KM. 3,AUTOPISTA,1,MOTO-AUTO,MOTO,AUTO
600,20210002,1,2021-01-07,2021,1,7,10,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,9,MOTO-CARGAS,MOTO,CARGAS
601,20210003,1,2021-01-10,2021,1,10,7,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
602,20210004,1,2021-01-11,2021,1,11,9,CASEROS AV. Y GUARANI,AVENIDA,5,PEATON-CARGAS,PEATON,CARGAS
603,20210005,1,2021-01-11,2021,1,11,21,"PERON, EVA AV. 3800",AVENIDA,9,PEATON-AUTO,PEATON,AUTO
604,20210006,1,2021-01-12,2021,1,12,21,AU ILLIA y SARMIENTO AV.,AUTOPISTA,14,MOTO-CARGAS,MOTO,CARGAS
605,20210007,1,2021-01-18,2021,1,18,10,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,15,MOTO-MOTO,MOTO,MOTO
606,20210008,1,2021-01-22,2021,1,22,23,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS
607,20210009,1,2021-01-23,2021,1,23,5,PAYSANDU Y GAONA,AVENIDA,6,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
608,20210010,1,2021-01-23,2021,1,23,8,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",AVENIDA,12,MOTO-AUTO,MOTO,AUTO
609,20210011,1,2021-01-27,2021,1,27,1,SANTA FE AV. 1675,AVENIDA,2,PEATON-AUTO,PEATON,AUTO
610,20210012,1,2021-01-29,2021,1,29,20,AU DELLEPIANE Y GUAMINI,AUTOPISTA,8,PEATON-AUTO,PEATON,AUTO
611,20210013,1,2021-01-31,2021,1,31,6,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
612,20210014,1,2021-02-02,2021,2,2,0,SAN MARTIN AV. Y NOGOYA,AVENIDA,15,PEATON-AUTO,PEATON,AUTO
613,20210015,1,2021-02-06,2021,2,6,3,SAN MARTIN AV. Y TINOGASTA,AVENIDA,15,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
614,20210016,1,2021-02-14,2021,2,14,5,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
615,20210017,1,2021-02-17,2021,2,17,4,SALTA Y CASEROS AV.,AVENIDA,1,MOTO-PASAJEROS,MOTO,PASAJEROS
616,20210018,1,2021-02-20,2021,2,20,19,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,3,PEATON-AUTO,PEATON,AUTO
617,20210019,1,2021-02-21,2021,2,21,1,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
618,20210020,1,2021-02-21,2021,2,21,15,POTOSI Y GASCON,CALLE,5,PEATON-CARGAS,PEATON,CARGAS
619,20210021,1,2021-02-26,2021,2,26,5,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,3,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
620,20210022,1,2021-02-28,2021,2,28,12,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,13,PASAJEROS-SD,PASAJEROS,SD
621,20210023,1,2021-03-01,2021,3,1,9,"AU BUENOS AIRES LA PLATA  KM 4,5",AUTOPISTA,4,MOTO-CARGAS,MOTO,CARGAS
622,20210024,1,2021-03-03,2021,3,3,16,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,9,BICICLETA-CARGAS,BICICLETA,CARGAS
623,20210025,1,2021-03-11,2021,3,11,3,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",AVENIDA,8,MOTO-OTRO,MOTO,OTRO
624,20210026,1,2021-03-15,2021,3,15,2,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,4,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
625,20210027,1,2021-03-16,2021,3,16,15,"PAZ, GRAL. AV. y DONADO",AVENIDA,12,MOTO-CARGAS,MOTO,CARGAS
626,20210028,1,2021-03-29,2021,3,29,17,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS
627,20210029,1,2021-03-31,2021,3,31,18,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,7,AUTO-AUTO,AUTO,AUTO
628,20210030,1,2021-04-03,2021,4,3,18,FINOCHIETTO ENRIQUE DR. 1623,CALLE,4,PEATON-PASAJEROS,PEATON,PASAJEROS
629,20210031,1,2021-04-07,2021,4,7,10,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,1,PEATON-CARGAS,PEATON,CARGAS
630,20210032,1,2021-04-10,2021,4,10,19,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,13,PEATON-MOTO,PEATON,MOTO
631,20210033,1,2021-04-14,2021,4,14,17,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,5,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
632,20210034,1,2021-04-19,2021,4,19,14,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,4,MOTO-CARGAS,MOTO,CARGAS
633,20210035,1,2021-05-03,2021,5,3,9,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,8,MOTO-CARGAS,MOTO,CARGAS
634,20210036,1,2021-05-09,2021,5,9,6,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",AVENIDA,11,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
635,20210037,1,2021-05-11,2021,5,11,7,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS
636,20210038,1,2021-05-14,2021,5,14,11,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,14,MOTO-CARGAS,MOTO,CARGAS
637,20210039,1,2021-05-15,2021,5,15,12,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,9,BICICLETA-AUTO,BICICLETA,AUTO
638,20210040,1,2021-05-20,2021,5,20,5,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",AVENIDA,13,MOTO-AUTO,MOTO,AUTO
639,20210041,1,2021-05-20,2021,5,20,8,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,14,PEATON-PASAJEROS,PEATON,PASAJEROS
640,20210042,1,2021-05-21,2021,5,21,5,RIVADAVIA AV. 10900,AVENIDA,9,PEATON-PASAJEROS,PEATON,PASAJEROS
641,20210043,1,2021-05-22,2021,5,22,18,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",AVENIDA,9,PEATON-AUTO,PEATON,AUTO
642,20210044,1,2021-05-25,2021,5,25,2,"PERON, EVA AV. Y ACOSTA, MARIANO",AVENIDA,9,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
643,20210045,1,2021-05-26,2021,5,26,17,AU FRONDIZI Y SUAREZ AV.,AUTOPISTA,4,MULTIPLE,MOTO,MULTIPLE
644,20210046,1,2021-05-31,2021,5,31,2,EL CANO AV. Y GUZMAN AV.,AVENIDA,15,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
645,20210047,1,2021-06-02,2021,6,2,16,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,MOTO-AUTO,MOTO,AUTO
646,20210048,1,2021-06-03,2021,6,3,9,CAPDEVILLA Y CONGRESO AV.,AVENIDA,12,BICICLETA-AUTO,BICICLETA,AUTO
647,20210049,1,2021-06-03,2021,6,3,20,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",AVENIDA,8,AUTO-AUTO,AUTO,AUTO
648,20210050,1,2021-06-10,2021,6,10,13,DEL LIBERTADOR AV. 5958,AVENIDA,13,MOTO-PASAJEROS,MOTO,PASAJEROS
649,20210051,1,2021-06-15,2021,6,15,19,27 DE FEBRERO AV. Y EREZCANO AV.,AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS
650,20210052,1,2021-06-20,2021,6,20,5,"PAZ, GRAL. AV. 14723",AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
651,20210053,1,2021-06-20,2021,6,20,12,CORRIENTES AV. 5783,AVENIDA,15,PEATON-BICICLETA,PEATON,BICICLETA
652,20210054,1,2021-06-22,2021,6,22,14,TABARE Y EREZCANO,CALLE,4,MOTO-CARGAS,MOTO,CARGAS
653,20210055,1,2021-06-29,2021,6,29,12,CORRIENTES AV. Y PUEYRREDOR AV.,AVENIDA,3,MOTO-CARGAS,MOTO,CARGAS
654,20210056,1,2021-07-09,2021,7,9,23,"CORRALES Y MORENO, PERITO AV.",AVENIDA,4,BICICLETA-AUTO,BICICLETA,AUTO
655,20210057,1,2021-07-10,2021,7,10,23,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",AUTOPISTA,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
656,20210058,1,2021-07-21,2021,7,21,0,AV. GRAL. PAZ Y VEDIA,AVENIDA,12,PEATON-AUTO,PEATON,AUTO
657,20210059,1,2021-07-22,2021,7,22,1,"GARAY, JUAN DE AV. 2269",AVENIDA,3,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
658,20210060,1,2021-07-22,2021,7,22,12,"SALGUERO, JERONIMO Y RIVADAVIA AV.",AVENIDA,5,PEATON-PASAJEROS,PEATON,PASAJEROS
659,20210061,1,2021-07-24,2021,7,24,9,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS
660,20210062,1,2021-07-27,2021,7,27,7,LA PLATA AV. 2723,AVENIDA,4,AUTO-CARGAS,AUTO,CARGAS
661,20210063,1,2021-08-02,2021,8,2,4,"ALBERDI, JUAN BAUTISTA AV. 2906",AVENIDA,7,AUTO-AUTO,AUTO,AUTO
662,20210064,1,2021-08-02,2021,8,2,20,"PAZ, GRAL. AV. Y TONELERO",AVENIDA,9,PEATON-CARGAS,PEATON,CARGAS
663,20210065,1,2021-08-06,2021,8,6,8,Av. SAN JUAN Y AV. LA PLATA,AVENIDA,6,PEATON-PASAJEROS,PEATON,PASAJEROS
664,20210066,1,2021-08-06,2021,8,6,20,Av. LOPE DE VEGA Y AV. GRAL. PAZ,AVENIDA,11,PEATON-PASAJEROS,PEATON,PASAJEROS
665,20210067,1,2021-08-08,2021,8,8,9,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",AUTOPISTA,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
666,20210068,1,2021-08-15,2021,8,15,6,"BEIRO, FRANCISCO AV. 5071",AVENIDA,11,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
667,20210069,1,2021-08-20,2021,8,20,17,AV. SANTA FE 3428,AVENIDA,14,PEATON-AUTO,PEATON,AUTO
668,20210070,1,2021-08-28,2021,8,28,8,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",AVENIDA,8,MOTO-CARGAS,MOTO,CARGAS
669,20210071,1,2021-08-31,2021,8,31,16,SAN LUIS 2730,CALLE,3,PEATON-MOTO,PEATON,MOTO
670,20210072,1,2021-09-01,2021,9,1,19,CALLAO AV. Y PARAGUAY,AVENIDA,2,PEATON-AUTO,PEATON,AUTO
671,20210073,1,2021-09-18,2021,9,18,12,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",AVENIDA,2,BICICLETA-AUTO,BICICLETA,AUTO
672,20210074,1,2021-09-20,2021,9,20,15,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",AVENIDA,12,MULTIPLE,MOTO,MULTIPLE
673,20210075,1,2021-09-21,2021,9,21,14,SALTA Y BRASIL,CALLE,1,PEATON-CARGAS,PEATON,CARGAS
674,20210076,1,2021-10-16,2021,10,16,6,"MORENO, PERITO AV. 2152",AVENIDA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
675,20210077,1,2021-10-18,2021,10,18,7,DIRECTORIO AV. 1169,AVENIDA,6,MOTO-CARGAS,MOTO,CARGAS
676,20210078,1,2021-10-23,2021,10,23,6,INDEPENDENCIA AV. Y LA PLATA AV.,AVENIDA,6,MOTO-PASAJEROS,MOTO,PASAJEROS
677,20210079,1,2021-10-25,2021,10,25,3,TUCUMAN 3112,CALLE,3,PEATON-AUTO,PEATON,AUTO
678,20210080,1,2021-10-28,2021,10,28,16,ARENALES Y 9 DE JULIO AV.,AVENIDA,1,MOTO-AUTO,MOTO,AUTO
679,20210081,1,2021-11-02,2021,11,2,13,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,4,MOTO-CARGAS,MOTO,CARGAS
680,20210082,1,2021-11-06,2021,11,6,4,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,3,MOTO-AUTO,MOTO,AUTO
681,20210083,1,2021-11-09,2021,11,9,0,CABILDO AV. Y OLAZABAL,AVENIDA,13,MOTO-AUTO,MOTO,AUTO
682,20210084,1,2021-11-11,2021,11,11,3,TAPALQUE Y BRUIX AV.,AVENIDA,9,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
683,20210085,1,2021-11-20,2021,11,20,18,"PAZ, GRAL. AV. Y EZEIZA",AVENIDA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
684,20210086,1,2021-11-25,2021,11,25,10,RIVADAVIA AV. Y PUAN,AVENIDA,6,PEATON-PASAJEROS,PEATON,PASAJEROS
685,20210087,1,2021-11-27,2021,11,27,11,ESMERALDA 1359,CALLE,1,PEATON-BICICLETA,PEATON,BICICLETA
686,20210088,1,2021-12-01,2021,12,1,15,AV. MOROE Y 3 DE FEBRERO,CALLE,13,MOTO-AUTO,MOTO,AUTO
687,20210089,1,2021-12-02,2021,12,2,1,AV. GAONA 3655,AVENIDA,11,MOTO-AUTO,MOTO,AUTO
688,20210090,1,2021-12-10,2021,12,10,11,AV. 9 DE JULIO Y LAVALLE,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS
689,20210091,1,2021-12-11,2021,12,11,23,BAIGORRIA Y VICTOR HUGO,CALLE,10,MOTO-AUTO,MOTO,AUTO
690,20210092,1,2021-12-12,2021,12,12,6,AV. RIVADAVIA Y AV. PUEYRREDON,AVENIDA,3,PEATON-AUTO,PEATON,AUTO
691,20210093,1,2021-12-13,2021,12,13,17,AV. RIESTRA Y MOM,AVENIDA,7,MOTO-AUTO,MOTO,AUTO
692,20210094,1,2021-12-20,2021,12,20,1,AU DELLEPIANE Y LACARRA,AUTOPISTA,9,MOTO-AUTO,MOTO,AUTO
693,20210095,1,2021-12-30,2021,12,30,0,AV. GAONA Y TERRADA,AVENIDA,11,MOTO-CARGAS,MOTO,CARGAS
694,20210096,1,2021-12-15,2021,12,15,10,AV. EVA PERON 4071,AVENIDA,9,AUTO-CARGAS,AUTO,CARGAS
695,20210097,1,2021-11-18,2021,11,18,6,PADRE CARLOS MUJICA 709,CALLE,1,BICICLETA-AUTO,BICICLETA,AUTO
